Station;RAMSAU;AM;DACHSTEIN;;;;;;
Altitude;1207;;;;;;;;
Easting;422687;;;;;;;;
Northing;391740;;;;;;;;
year;month;day;hour;temp;precip;short_in;rel_hum;wind_speed;long_in
2011;10;31;18;280,45;0;0;75;0,8;286,802707
2011;10;31;19;280,05;0;0;74;0,7;284,2304014
2011;10;31;20;279,05;0;0;78;0,6;281,2798201
2011;10;31;21;278,35;0;0;81;0,7;277,1732315
2011;10;31;22;277,85;0;0;81;0,6;271,7651411
2011;10;31;23;277,85;0;0;80;0,3;275,4864082
2011;11;1;0;277,75;0;0;77;0,3;268,2752185
2011;11;1;1;276,85;0;0;80;0,3;262,1427549
2011;11;1;2;276,95;0;0;80;0,3;266,3404397
2011;11;1;3;277,05;0;0;78;0,4;264,3609787
2011;11;1;4;276,35;0;0;78;0,2;256,7392296
2011;11;1;5;276,45;0;0;76;0,5;251,2816265
2011;11;1;6;276,65;0;0;74;0,3;249,0443204
2011;11;1;7;278,65;0;66,67;73;0,5;260,3159457
2011;11;1;8;280,75;0;136,11;68;0,4;271,0424442
2011;11;1;9;282,45;0;141,67;66;1,2;281,2281538
2011;11;1;10;283,15;0;425;61;1,1;282,2169311
2011;11;1;11;284,05;0;483,33;59;1,4;286,2233446
2011;11;1;12;283,95;0;475;55;2,3;281,977123
2011;11;1;13;284,85;0;416,67;53;1,3;288,1022375
2011;11;1;14;284,65;0;302,78;53;1,2;289,7769137
2011;11;1;15;283,25;0;100;53;0,8;280,3539377
2011;11;1;16;281,15;0;8,33;62;0,4;273,2983014
2011;11;1;17;279,95;0;0;65;0,5;268,3479663
2011;11;1;18;279,95;0;0;63;0,5;266,4085889
2011;11;1;19;279,05;0;0;67;0,5;263,4477222
2011;11;1;20;279,05;0;0;70;0,9;268,4983949
2011;11;1;21;278,85;0;0;69;0,3;266,7998286
2011;11;1;22;278,05;0;0;73;0,4;265,5749097
2011;11;1;23;277,65;0;0;74;0,3;264,3567079
2011;11;2;0;277,15;0;0;75;0,4;261,777475
2011;11;2;1;276,75;0;0;77;0,3;260,5316947
2011;11;2;2;276,45;0;0;78;0,5;260,7633089
2011;11;2;3;276,35;0;0;74;0,3;256,3666625
2011;11;2;4;275,85;0;0;75;0,2;251,3592722
2011;11;2;5;275,55;0;0;78;0,3;248,9849898
2011;11;2;6;276,05;0;0;75;0,3;246,7614272
2011;11;2;7;277,05;0;63,89;77;0,1;253,359345
2011;11;2;8;279,55;0;136,11;72;0,9;266,3724691
2011;11;2;9;280,85;0;147,22;68;1,1;272,4948089
2011;11;2;10;282,15;0;397,22;61;1,2;274,2847125
2011;11;2;11;282,55;0;408,33;60;1,4;276,2956544
2011;11;2;12;284,65;0;472,22;53;1,4;285,6105453
2011;11;2;13;284,65;0;416,67;52;2;285,8482882
2011;11;2;14;284,15;0;280,56;46;1,8;277,7219848
2011;11;2;15;282,95;0;38,89;55;0,2;278,9311663
2011;11;2;16;281,25;0;13,89;55;0,5;267,0553765
2011;11;2;17;280,75;0;0;51;0,7;262,0587214
2011;11;2;18;280,25;0;0;51;0,8;258,3974609
2011;11;2;19;278,55;0;0;55;0,8;251,2512848
2011;11;2;20;278,95;0;0;54;0,9;253,1200095
2011;11;2;21;278,35;0;0;56;0,8;250,7934563
2011;11;2;22;278,25;0;0;54;0,4;249,6280371
2011;11;2;23;278,25;0;0;57;0,4;251,5919698
2011;11;3;0;277,35;0;0;59;0,4;247,9349496
2011;11;3;1;277,55;0;0;61;0,4;250,8803908
2011;11;3;2;276,95;0;0;60;0,4;246,4274301
2011;11;3;3;276,85;0;0;62;0,3;246,9279395
2011;11;3;4;276,65;0;0;61;0,3;244,8463619
2011;11;3;5;276,85;0;0;61;0,5;244,0879823
2011;11;3;6;276,95;0;0;63;0,2;244,8890921
2011;11;3;7;279,25;0;58,33;61;0,1;256,9057549
2011;11;3;8;280,85;0;144,44;57;0,8;263,6976047
2011;11;3;9;282,05;0;180,56;55;1,4;269,4535093
2011;11;3;10;283,15;0;422,22;56;2;277,0139347
2011;11;3;11;284,05;0;466,67;52;2,2;279,9397283
2011;11;3;12;284,95;0;461,11;52;2,4;286,6334355
2011;11;3;13;284,75;0;391,67;53;2,2;288,1076491
2011;11;3;14;284,35;0;230,56;53;1,8;286,3957445
2011;11;3;15;282,65;0;75;62;0,2;284,2703948
2011;11;3;16;281,65;0;13,89;59;0,3;275,3414301
2011;11;3;17;280,85;0;0;62;0,6;272,6828146
2011;11;3;18;279,35;0;0;68;0,4;268,387137
2011;11;3;19;279,05;0;0;72;0,7;272,8179584
2011;11;3;20;278,25;0;0;79;0,6;277,1042896
2011;11;3;21;277,55;0;0;83;0,4;278,7850556
2011;11;3;22;276,95;0;0;87;0,6;274,8607568
2011;11;3;23;276,35;0;0;88;0,2;270,4110233
2011;11;4;0;276,65;0;0;90;0,3;278,0598203
2011;11;4;1;276,35;0;0;87;0,2;265,4705274
2011;11;4;2;276,35;0;0;87;0,3;265,994133
2011;11;4;3;276,95;0;0;83;0,8;261,0126772
2011;11;4;4;276,85;0;0;89;0,6;271,2654027
2011;11;4;5;278,55;0;0;76;0,8;268,8437721
2011;11;4;6;277,45;0;0;81;1,6;260,2861092
2011;11;4;7;278,55;0;41,67;79;0,2;263,4700457
2011;11;4;8;279,95;0;91,67;78;0,2;271,4052239
2011;11;4;9;282,55;0;166,67;70;0;283,4425126
2011;11;4;10;284,15;0;288,89;70;0,2;295,5333148
2011;11;4;11;285,75;0;425;64;1,1;301,7100942
2011;11;4;12;286,55;0;397,22;58;0,7;305,4714991
2011;11;4;13;287,55;0;336,11;57;1,1;311,6110887
2011;11;4;14;285,15;0;288,89;62;1,5;299,1834461
2011;11;4;15;286,05;0;86,11;54;0,7;297,1124888
2011;11;4;16;284,45;0;5,56;60;0,6;295,4595206
2011;11;4;17;284,55;0;0;60;0,9;294,2950586
2011;11;4;18;282,05;0;0;69;1;282,6316332
2011;11;4;19;282,95;0;0;67;1,2;290,6012757
2011;11;4;20;282,85;0;0;67;0,6;289,6299366
2011;11;4;21;281,95;0;0;74;0,6;290,160725
2011;11;4;22;281,95;0;0;74;0,3;289,512065
2011;11;4;23;281,75;0;0;76;1;289,3276683
2011;11;5;0;281,95;0;0;74;1;286,3016934
2011;11;5;1;282,15;0;0;74;1;290,338599
2011;11;5;2;283,15;0;0;72;1,1;295,0907063
2011;11;5;3;282,35;0;0;74;1,1;287,8362981
2011;11;5;4;283,35;0;0;70;0,7;295,6900606
2011;11;5;5;284,15;0;0;67;1,2;301,1537019
2011;11;5;6;282,95;0;2,78;72;1,4;290,0278051
2011;11;5;7;282,55;0;33,33;79;1,3;289,6656062
2011;11;5;8;284,75;0;105,56;71;1,2;299,9616179
2011;11;5;9;286,85;0;161,11;60;0,7;304,7148216
2011;11;5;10;287,75;0;311,11;57;0,3;309,3551023
2011;11;5;11;289,35;0;325;53;0,3;317,9298958
2011;11;5;12;288,85;0;227,78;55;0,3;315,9275175
2011;11;5;13;288,95;0;225;52;0,3;314,6788601
2011;11;5;14;289,15;0;177,78;53;0,3;328,848851
2011;11;5;15;287,75;0;102,78;55;0,5;319,3398562
2011;11;5;16;283,55;0;13,89;75;1;309,3290171
2011;11;5;17;282,85;0;0;78;1,5;302,7902772
2011;11;5;18;282,15;0;0;79;1,6;289,3941586
2011;11;5;19;282,65;0;0;75;0,6;291,4372077
2011;11;5;20;284,95;0;0;68;0,5;307,717652
2011;11;5;21;284,25;0;0;70;1,1;305,9467414
2011;11;5;22;283,65;0;0;74;1,1;301,7972025
2011;11;5;23;282,85;0;0;76;0,8;295,579238
2011;11;6;0;283,75;0;0;72;0,3;300,7557781
2011;11;6;1;283,85;0;0;72;0,4;300,2681992
2011;11;6;2;283,55;0;0;72;1,1;304,8279287
2011;11;6;3;284,05;0;0;69;1;310,6002965
2011;11;6;4;281,95;0;0;83;0,5;299,2632886
2011;11;6;5;281,05;0;0;90;0,5;305,5614381
2011;11;6;6;282,65;0;0;78;0,7;302,6589534
2011;11;6;7;281,45;0;8,33;91;0,6;301,3248833
2011;11;6;8;282,15;0;55,56;90;0,5;297,7180443
2011;11;6;9;283,35;0;130,56;84;0,2;301,405286
2011;11;6;10;286,15;0;372,22;66;1,2;308,6676777
2011;11;6;11;287,05;0;375;63;0,4;314,5652609
2011;11;6;12;286,85;0;275;53;0,3;298,6926762
2011;11;6;13;286,35;0;191,67;55;0,4;300,3908467
2011;11;6;14;288,05;0;197,22;47;0,4;307,1493857
2011;11;6;15;284,85;0;138,89;71;1,3;322,0082887
2011;11;6;16;283,05;0;16,67;70;0,7;294,1038138
2011;11;6;17;281,85;0;0;77;1,4;295,7603828
2011;11;6;18;282,45;0;0;76;0,8;300,2147624
2011;11;6;19;281,15;0;0;81;1,2;291,9405128
2011;11;6;20;281,45;0;0;85;0,5;299,9449433
2011;11;6;21;281,45;0;0;87;0,2;302,7488035
2011;11;6;22;281,85;0;0;86;0,3;308,9993956
2011;11;6;23;281,95;0;0;88;0,6;318,8408014
2011;11;7;0;281,65;0;0;90;0,8;314,1592223
2011;11;7;1;281,25;0;0;93;0,4;313,5853119
2011;11;7;2;281,65;0;0;91;0,3;312,8766004
2011;11;7;3;281,65;0;0;91;0,6;316,4633962
2011;11;7;4;282,05;0;0;86;0,6;319,7606492
2011;11;7;5;281,65;0;0;78;0,9;297,4166187
2011;11;7;6;280,85;0;0;77;0,6;286,978382
2011;11;7;7;280,65;0;27,78;81;0,6;285,2019517
2011;11;7;8;280,45;0;72,22;86;0,3;282,2197316
2011;11;7;9;281,75;0;122,22;82;0,2;291,6126032
2011;11;7;10;284,05;0;363,89;62;0,9;289,8232111
2011;11;7;11;283,75;0;219,44;57;0,9;283,4418641
2011;11;7;12;284,35;0;138,89;56;0,7;286,9240539
2011;11;7;13;283,55;0;172,22;56;0,8;281,1984617
2011;11;7;14;283,65;0;111,11;59;0,7;290,6440352
2011;11;7;15;283,35;0;138,89;59;0,2;291,1583176
2011;11;7;16;280,45;0;16,67;72;0,1;279,6466024
2011;11;7;17;279,35;0;0;77;0,7;278,3842322
2011;11;7;18;279,45;0;0;75;1;275,9059248
2011;11;7;19;278,55;0;0;78;1,5;270,009265
2011;11;7;20;278,75;0;0;79;1,2;272,0208049
2011;11;7;21;278,85;0;0;79;0,9;273,0219947
2011;11;7;22;279,15;0;0;78;0,4;276,5827657
2011;11;7;23;279,15;0;0;79;0,5;277,4464846
2011;11;8;0;278,75;0;0;82;0,8;278,4478509
2011;11;8;1;278,85;0;0;83;1,1;279,4474204
2011;11;8;2;278,55;0;0;87;0,3;282,1265743
2011;11;8;3;278,85;0;0;85;0,4;286,4664433
2011;11;8;4;278,75;0;0;87;0,4;297,6876192
2011;11;8;5;278,25;0;0;89;0,9;285,5134356
2011;11;8;6;277,35;0;0;96;0,7;274,7466005
2011;11;8;7;278,15;0;33,33;97;0,6;280,9900907
2011;11;8;8;279,55;0;122,22;91;0,8;279,6874523
2011;11;8;9;280,55;0;141,67;87;1,3;281,9950031
2011;11;8;10;283,45;0;366,67;76;1,4;296,1871697
2011;11;8;11;285,05;0;416,67;63;1;297,3581598
2011;11;8;12;286,05;0;430,56;54;1;295,9823885
2011;11;8;13;285,65;0;380,56;51;1,2;291,2403986
2011;11;8;14;285,45;0;275;54;1,4;295,9071321
2011;11;8;15;283,95;0;86,11;57;1,6;287,5073311
2011;11;8;16;282,25;0;11,11;65;1;286,2518565
2011;11;8;17;281,85;0;0;68;1;283,9419017
2011;11;8;18;280,15;0;0;75;0,7;279,3615289
2011;11;8;19;280,95;0;0;73;0,9;283,0660056
2011;11;8;20;279,75;0;0;76;0,7;275,3408218
2011;11;8;21;280,35;0;0;74;0,6;279,1911601
2011;11;8;22;280,15;0;0;76;1;283,6719128
2011;11;8;23;280,05;0;0;74;0,8;302,0066431
2011;11;9;0;279,05;0;0;76;0,9;279,8495306
2011;11;9;1;276,15;0;0;93;0,4;274,8329146
2011;11;9;2;277,35;0;0;89;0,7;286,7117036
2011;11;9;3;276,45;0;0;93;0,8;283,6278501
2011;11;9;4;276,45;0;0;93;0,3;279,5226626
2011;11;9;5;276,05;0;0;93;0,3;267,2977215
2011;11;9;6;276,45;0;0;91;0,4;262,7519558
2011;11;9;7;277,35;0;38,89;93;0,1;268,0424362
2011;11;9;8;278,85;0;141,67;90;0,3;274,373643
2011;11;9;9;280,55;0;163,89;87;1,2;284,3307019
2011;11;9;10;282,55;0;380,56;72;0,8;286,5603288
2011;11;9;11;283,95;0;430,56;68;1,4;294,177915
2011;11;9;12;284,75;0;422,22;60;1,2;293,3460449
2011;11;9;13;285,05;0;366,67;60;1,6;299,1962177
2011;11;9;14;284,45;0;266,67;58;1,5;297,5189584
2011;11;9;15;282,85;0;83,33;62;0,8;287,7105106
2011;11;9;16;280,35;0;8,33;73;0,3;278,0061586
2011;11;9;17;280,25;0;0;74;0,7;282,8490923
2011;11;9;18;280,05;0;0;76;0,3;281,1006166
2011;11;9;19;278,85;0;0;81;0,7;275,3916587
2011;11;9;20;279,35;0;0;80;1,5;286,0969228
2011;11;9;21;279,15;0;0;82;0,5;290,1792617
2011;11;9;22;278,05;0;0;85;0,8;280,2920962
2011;11;9;23;277,65;0;0;87;0,9;276,7259167
2011;11;10;0;277,55;0;0;88;0,5;284,958534
2011;11;10;1;277,75;0;0;86;0,5;281,5613233
2011;11;10;2;276,75;0;0;89;0,3;276,9330891
2011;11;10;3;277,05;0;0;89;0,3;283,5825398
2011;11;10;4;276,45;0;0;90;0,2;276,7183728
2011;11;10;5;276,25;0;0;91;0,2;269,5259332
2011;11;10;6;276,15;0;0;91;0,5;260,2238482
2011;11;10;7;276,95;0;36,11;91;0,2;262,2540798
2011;11;10;8;278,75;0;144,44;84;0,4;268,6226877
2011;11;10;9;280,75;0;166,67;76;0,5;278,1875177
2011;11;10;10;282,55;0;377,78;74;0,7;292,3575115
2011;11;10;11;282,85;0;430,56;73;1,1;293,5908811
2011;11;10;12;283,05;0;427,78;65;1,7;287,4689737
2011;11;10;13;283,25;0;369,44;63;2;293,3108144
2011;11;10;14;282,65;0;269,44;64;1,3;293,9340453
2011;11;10;15;280,25;0;86,11;74;1,3;284,982476
2011;11;10;16;278,95;0;8,33;82;0,2;286,3044338
2011;11;10;17;278,45;0;0;85;0,4;303,6091413
2011;11;10;18;277,75;0;0;89;0,7;301,4342518
2011;11;10;19;276,05;0;0;97;0,3;294,676827
2011;11;10;20;275,95;0;0;99;0,4;315,1803391
2011;11;10;21;275,35;0;0;99;0,6;291,8309479
2011;11;10;22;274,55;0;0;99;0,7;275,0669405
2011;11;10;23;274,85;0;0;99;0,5;285,0262182
2011;11;11;0;274,85;0;0;99;0,6;285,0262182
2011;11;11;1;274,55;0;0;99;0,7;281,432789
2011;11;11;2;274,55;0;0;99;0,9;282,8799935
2011;11;11;3;274,35;0;0;99;0,6;278,6482305
2011;11;11;4;274,25;0;0;99;1;273,0232973
2011;11;11;5;274,25;0;0;98;0,7;270,0385792
2011;11;11;6;274,55;0;0;99;0,7;275,0669405
2011;11;11;7;274,65;0;5,56;98;1,4;272,7163233
2011;11;11;8;274,85;0;36,11;98;2,2;272,0711316
2011;11;11;9;275,05;0;80,56;97;2,1;262,9782145
2011;11;11;10;275,45;0;158,33;93;2,4;256,1045851
2011;11;11;11;276,85;0;363,89;82;2,5;259,2468494
2011;11;11;12;278,55;0;419,44;75;3,5;271,515999
2011;11;11;13;278,55;0;363,89;67;3,7;268,1247292
2011;11;11;14;277,55;0;288,89;67;3,7;265,2200047
2011;11;11;15;275,85;0;0;73;3,3;260,9435625
2011;11;11;16;274,25;0;0;80;1,5;263,7065126
2011;11;11;17;273,25;0;0;84;0,9;262,6097661
2011;11;11;18;272,05;0;0;88;0,5;259,9603537
2011;11;11;19;271,45;0;0;90;0,4;252,1509251
2011;11;11;20;270,55;0;0;93;0,5;248,7602612
2011;11;11;21;270,65;0;0;93;0,4;249,3339487
2011;11;11;22;270,05;0;0;95;0,3;244,9622417
2011;11;11;23;270,15;0;0;95;0,7;246,5288273
2011;11;12;0;269,95;0;0;95;0,4;245,3946554
2011;11;12;1;269,95;0;0;93;0,6;243,3746077
2011;11;12;2;269,75;0;0;94;0,3;238,4566097
2011;11;12;3;269,65;0;0;93;0,4;235,2983009
2011;11;12;4;270,05;0;0;92;0,6;239,1621569
2011;11;12;5;270,15;0;0;92;0,4;232,9190801
2011;11;12;6;270,15;0;0;91;0,3;227,1894983
2011;11;12;7;271,35;0;30,56;90;0,2;228,7274709
2011;11;12;8;272,65;0;141,67;87;0,5;235,0666193
2011;11;12;9;275,25;0;158,33;75;0,3;243,2181479
2011;11;12;10;276,15;0;366,67;75;1;246,4102143
2011;11;12;11;278,05;0;425;66;1,5;254,60145
2011;11;12;12;280,75;0;416,67;55;1,1;264,0322272
2011;11;12;13;279,35;0;358,33;62;1,9;262,566068
2011;11;12;14;279,85;0;258,33;58;1,1;266,6437966
2011;11;12;15;278,15;0;80,56;63;1;259,6454766
2011;11;12;16;276,35;0;5,56;68;0,3;250,9127145
2011;11;12;17;275,75;0;0;71;0,2;251,1728983
2011;11;12;18;275,35;0;0;73;0,9;247,3720115
2011;11;12;19;274,55;0;0;74;0,5;242,9162528
2011;11;12;20;275,35;0;0;70;0,6;247,6665902
2011;11;12;21;274,95;0;0;72;0,5;247,5011218
2011;11;12;22;274,25;0;0;73;0,4;242,2651683
2011;11;12;23;273,85;0;0;74;0,5;241,319427
2011;11;13;0;273,95;0;0;73;0,5;241,2474643
2011;11;13;1;273,45;0;0;76;0,5;240,0875142
2011;11;13;2;273,45;0;0;72;0,4;235,3321009
2011;11;13;3;273,35;0;0;72;0,7;235,0170712
2011;11;13;4;274,05;0;0;65;0,7;238,7738546
2011;11;13;5;273,85;0;0;63;0,6;231,9645009
2011;11;13;6;272,75;0;0;68;0,6;226,9511298
2011;11;13;7;274,25;0;27,78;66;0,3;233,4444584
2011;11;13;8;275,45;0;141,67;66;0,1;239,0826781
2011;11;13;9;276,85;0;155,56;61;1;243,6508016
2011;11;13;10;278,55;0;369,44;54;1,4;249,1344246
2011;11;13;11;280,05;0;430,56;51;1;255,8687979
2011;11;13;12;280,75;0;425;43;1,2;254,8212152
2011;11;13;13;280,95;0;366,67;44;1,5;257,8975099
2011;11;13;14;280,05;0;266,67;42;1,8;251,6914694
2011;11;13;15;278,05;0;80,56;47;0,4;244,4529716
2011;11;13;16;277,15;0;5,56;54;0,6;244,7281302
2011;11;13;17;276,35;0;0;59;1,2;244,2713123
2011;11;13;18;275,55;0;0;59;0,5;238,7503835
2011;11;13;19;274,85;0;0;60;0,7;236,5860944
2011;11;13;20;275,15;0;0;57;0,6;235,4433714
2011;11;13;21;273,95;0;0;62;0,9;231,4638026
2011;11;13;22;274,85;0;0;54;0,5;232,5246504
2011;11;13;23;274,75;0;0;53;0,5;232,2866839
2011;11;14;0;274,25;0;0;55;0,5;233,1762996
2011;11;14;1;273,25;0;0;57;0,4;228,4794321
2011;11;14;2;272,35;0;0;62;0,4;226,5665081
2011;11;14;3;272,35;0;0;60;0,7;225,0513426
2011;11;14;4;271,95;0;0;60;0,6;222,6527941
2011;11;14;5;272,15;0;0;56;0,2;219,4840962
2011;11;14;6;272,15;0;0;54;0,3;218,3039263
2011;11;14;7;273,95;0;25;51;0,3;225,2201909
2011;11;14;8;274,95;0;136,11;54;0,3;230,9754665
2011;11;14;9;276,65;0;155,56;52;1,3;238,4967452
2011;11;14;10;277,95;0;350;49;1,4;243,3626417
2011;11;14;11;278,65;0;408,33;50;1,8;247,6655228
2011;11;14;12;279,75;0;386,11;44;1,7;250,3647708
2011;11;14;13;279,95;0;322,22;42;1,7;250,4459712
2011;11;14;14;279,05;0;188,89;46;0,8;250,2853766
2011;11;14;15;278,35;0;75;47;0,6;246,4030354
2011;11;14;16;275,55;0;5,56;59;0,5;239,3634443
2011;11;14;17;276,05;0;0;55;0,7;239,1758817
2011;11;14;18;274,65;0;0;58;1;233,0684425
2011;11;14;19;275,15;0;0;55;1,1;234,7170886
2011;11;14;20;274,95;0;0;56;0,5;234,6917356
2011;11;14;21;274,35;0;0;56;0,5;231,6290764
2011;11;14;22;273,85;0;0;58;0,6;229,3742624
2011;11;14;23;273,45;0;0;56;0,7;226,8041001
2011;11;15;0;274,05;0;0;53;0,3;228,1879772
2011;11;15;1;273,25;0;0;55;0,5;226,6452261
2011;11;15;2;273,55;0;0;53;0,3;227,492769
2011;11;15;3;272,85;0;0;57;0,3;225,4570257
2011;11;15;4;272,55;0;0;57;0,4;224,7975716
2011;11;15;5;272,85;0;0;55;0,1;224,1929713
2011;11;15;6;271,95;0;0;58;0,3;219,1265601
2011;11;15;7;273,05;0;22,22;59;0,2;224,1723053
2011;11;15;8;274,25;0;122,22;59;0,8;229,8322074
2011;11;15;9;276,45;0;152,78;51;1,1;237,0210444
2011;11;15;10;277,45;0;350;50;1,2;241,321401
2011;11;15;11;278,45;0;419,44;45;1,4;243,6453913
2011;11;15;12;279,55;0;413,89;43;1,5;248,4989232
2011;11;15;13;280,15;0;355,56;39;1,7;249,9179172
2011;11;15;14;279,35;0;247,22;41;1,3;248,0128782
2011;11;15;15;277,35;0;75;43;1,1;238,5948303
2011;11;15;16;275,65;0;5,56;51;0,5;234,9473489
2011;11;15;17;275,55;0;0;51;0,4;234,4758066
2011;11;15;18;274,55;0;0;55;0,3;233,7366643
2011;11;15;19;274,45;0;0;58;0,8;235,195512
2011;11;15;20;273,15;0;0;61;0,9;229,6252261
2011;11;15;21;273,15;0;0;61;1,1;230,2991964
2011;11;15;22;272,85;0;0;62;0,5;229,1440978
2011;11;15;23;272,45;0;0;65;0,7;230,6175957
2011;11;16;0;272,35;0;0;62;0,6;227,9069455
2011;11;16;1;271,35;0;0;67;0,3;224,4012719
2011;11;16;2;271,25;0;0;72;0,8;228,1890376
2011;11;16;3;271,25;0;0;69;0,9;223,6009223
2011;11;16;4;270,85;0;0;69;1,1;221,888844
2011;11;16;5;271,95;0;0;61;0,6;223,0610107
2011;11;16;6;271,45;0;0;69;0,3;221,3007185
2011;11;16;7;272,25;0;19,44;70;0,6;225,4351157
2011;11;16;8;273,75;0;116,67;67;0,6;231,7377505
2011;11;16;9;274,85;0;144,44;66;1,1;236,8394344
2011;11;16;10;276,05;0;341,67;61;1,7;240,2691977
2011;11;16;11;276,95;0;411,11;55;2,1;241,5051741
2011;11;16;12;278,05;0;408,33;50;1,6;244,7470256
2011;11;16;13;279,05;0;350;47;1,9;249,6818463
2011;11;16;14;279,05;0;250;46;1,3;249,7864423
2011;11;16;15;277,05;0;66,67;53;0,2;243,5103024
2011;11;16;16;276,05;0;5,56;56;0,5;240,0493918
2011;11;16;17;275,45;0;0;57;0,6;237,7662276
2011;11;16;18;274,95;0;0;56;0,5;234,6917356
2011;11;16;19;274,35;0;0;58;0,6;232,8597656
2011;11;16;20;273,85;0;0;60;0,6;233,511784
2011;11;16;21;273,45;0;0;62;0,5;232,5306926
2011;11;16;22;272,75;0;0;64;0,6;230,1946302
2011;11;16;23;272,65;0;0;64;0,4;230,1331443
2011;11;17;0;272,15;0;0;65;0,3;226,9584579
2011;11;17;1;271,85;0;0;66;0,4;225,9575333
2011;11;17;2;272,05;0;0;63;0,5;225,08775
2011;11;17;3;271,85;0;0;65;0,5;225,9026321
2011;11;17;4;272,05;0;0;64;0,7;225,6843821
2011;11;17;5;271,55;0;0;65;0,2;221,8874072
2011;11;17;6;272,05;0;0;63;0,7;222,030803
2011;11;17;7;272,95;0;16,67;67;0,3;226,95165
2011;11;17;8;273,75;0;111,11;64;0,3;228,8955768
2011;11;17;9;276,45;0;133,33;58;0,4;239,7188802
2011;11;17;10;278,55;0;336,11;51;0,5;247,543206
2011;11;17;11;280,55;0;405,56;44;0,7;254,1995737
2011;11;17;12;280,35;0;402,78;49;1,2;256,798216
2011;11;17;13;280,55;0;347,22;48;1,3;258,1806813
2011;11;17;14;279,95;0;241,67;47;1,6;255,5428516
2011;11;17;15;278,65;0;69,44;46;0,9;246,8870963
2011;11;17;16;276,65;0;2,78;53;1;241,853432
2011;11;17;17;276,75;0;0;47;2,2;241,3143234
2011;11;17;18;274,75;0;0;54;1,1;232,6022833
2011;11;17;19;273,05;0;0;59;0,6;225,7419736
2011;11;17;20;273,55;0;0;57;1,3;229,12942
2011;11;17;21;273,75;0;0;57;0,6;228,4605074
2011;11;17;22;273,15;0;0;61;0,4;231,269081
2011;11;17;23;273,85;0;0;63;2,2;235,9610592
2011;11;18;0;271,95;0;0;69;2,3;226,9763884
2011;11;18;1;272,65;0;0;66;0,3;231,6084177
2011;11;18;2;272,65;0;0;66;0,6;230,893989
2011;11;18;3;271,85;0;0;69;0,8;227,0582074
2011;11;18;4;272,15;0;0;69;0,7;229,8537038
2011;11;18;5;272,25;0;0;67;0,3;225,3532844
2011;11;18;6;271,95;0;0;68;0,4;223,5595555
2011;11;18;7;273,45;0;16,67;69;0,3;232,9218198
2011;11;18;8;273,95;0;102,78;68;0,2;233,2266272
2011;11;18;9;274,35;0;136,11;67;1,3;234,2023535
2011;11;18;10;276,25;0;333,33;55;1;238,354352
2011;11;18;11;277,25;0;402,78;61;1,9;247,6634134
2011;11;18;12;277,75;0;394,44;64;2,6;253,5420038
2011;11;18;13;277,85;0;336,11;64;2,3;257,3705207
2011;11;18;14;277,55;0;244,44;64;2,1;258,4054412
2011;11;18;15;276,05;0;72,22;69;1;253,4776932
2011;11;18;16;274,85;0;2,78;75;0,4;250,198707
2011;11;18;17;274,05;0;0;80;1,3;247,136034
2011;11;18;18;273,75;0;0;82;1,1;247,1603181
2011;11;18;19;273,95;0;0;81;0,5;254,0401551
2011;11;18;20;273,75;0;0;83;0,7;254,405967
2011;11;18;21;272,95;0;0;86;0,5;252,2663283
2011;11;18;22;272,95;0;0;84;0,3;251,7416815
2011;11;18;23;272,45;0;0;85;0,4;249,496519
2011;11;19;0;272,15;0;0;85;0,5;245,6822625
2011;11;19;1;271,75;0;0;87;0,3;245,9696014
2011;11;19;2;271,75;0;0;86;0,4;244,6879867
2011;11;19;3;271,35;0;0;87;0,2;243,7324167
2011;11;19;4;271,35;0;0;86;0,5;239,349655
2011;11;19;5;270,95;0;0;82;0,7;229,2004175
2011;11;19;6;271,45;0;0;79;1,3;226,0607514
2011;11;19;7;272,15;0;16,67;80;0,8;228,5720389
2011;11;19;8;273,75;0;102,78;77;1,1;234,858849
2011;11;19;9;275,75;0;127,78;71;0,5;242,7031404
2011;11;19;10;278,05;0;325;62;0,5;251,1565149
2011;11;19;11;279,55;0;397,22;52;0,7;254,1018664
2011;11;19;12;280,35;0;394,44;48;0,8;256,306917
2011;11;19;13;279,95;0;338,89;51;1,2;257,6963499
2011;11;19;14;279,55;0;238,89;51;1;257,498102
2011;11;19;15;277,75;0;72,22;55;0,9;249,8375525
2011;11;19;16;275,95;0;2,78;63;0,3;244,4937226
2011;11;19;17;275,25;0;0;64;0,6;242,0635836
2011;11;19;18;274,95;0;0;60;0,7;236,9405765
2011;11;19;19;274,05;0;0;63;0,9;233,6819108
2011;11;19;20;274,15;0;0;61;0,3;233,2972686
2011;11;19;21;273,85;0;0;60;0,2;230,5714144
2011;11;19;22;273,65;0;0;59;0,4;229,1703229
2011;11;19;23;273,95;0;0;57;0,2;230,1400672
2011;11;20;0;273,65;0;0;57;0;229,8376417
2011;11;20;1;273,25;0;0;58;0,4;227,9969424
2011;11;20;2;273,05;0;0;58;0,3;225,4842371
2011;11;20;3;273,15;0;0;56;0,4;226,7704627
2011;11;20;4;273,45;0;0;56;0,8;228,8796257
2011;11;20;5;272,75;0;0;58;0,5;225,0837157
2011;11;20;6;272,45;0;0;59;0,2;221,6970137
2011;11;20;7;273,15;0;13,89;58;0,3;224,1674618
